
key = model_output

vcf_matrix

key = vts_vcm_comm

key = 0

,DIA,SPY,VO,IJH,QQQ,IWF,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,VOX,XLU,GDX,GUNR,IXUS,IEFA,EFA,VGK,VWO,IEMG,SHV,BIL,GBIL,SHY,IEI,IEF,VGIT,TLT,GOVT,MUB,SHM,VCSH,VCIT,VCLT,LQD,HYG,SHYG,MBB,VMBS,AGG,BSV,BIV,BLV,BNDX,EMB,GLD,SLV,USO,PDBC,VNQ,VNQI 
BLV,6.060717211230417e-05,7.08344459128533e-05,7.212846921146082e-05,8.620314199956379e-05,0.00010161006192330345,9.873283085985073e-05,9.362979458454582e-05,4.1042595525627094e-05,-4.9014142450757043e-05,2.765001748409747e-05,7.036861856865085e-05,6.380972026151541e-05,5.845848498082829e-05,8.600541660295703e-05,0.00012222158687255174,5.9908807859828014e-05,1.7669915899441182e-05,0.00010510156617217744,2.6257592585082635e-06,5.7523257363823874e-05,6.769734229624992e-05,6.752874915746547e-05,5.4691937711270024e-05,3.1419393707386095e-05,4.051757552512142e-05,1.0671024625730821e-06,4.230468375600571e-07,4.059179483430152e-06,1.3090132933054179e-05,3.1390657085825817e-05,4.8878968469172495e-05,3.493030500035874e-05,9.5864342945789e-05,3.9876770403378186e-05,2.5555406069184817e-05,9.975444173367517e-06,2.065081450820026e-05,4.5744080352966564e-05,8.652919771986211e-05,6.061099470264718e-05,3.2466896958217414e-05,2.400933318566577e-05,4.8692734019843836e-05,4.705003142280768e-05,4.27650629994181e-05,1.923057818126731e-05,4.4107942912170086e-05,8.753663814784385e-05,2.105633398548365e-05,5.657378685405617e-05,3.6372450900442116e-05,2.7797806451735857e-05,-8.707006802884672e-05,-3.163731294272111e-05,8.657267032517222e-05,7.147287096533314e-05
BNDX,1.437801514254627e-05,1.7022448408393205e-05,1.8397326376272562e-05,2.244664009799147e-05,2.4518849426315542e-05,2.3627320288054318e-05,2.253545710571669e-05,9.90921162796769e-06,-9.942802211291011e-06,6.690115475775038e-06,1.570919598078447e-05,1.6115273496600378e-05,1.519287546930816e-05,2.0930720613715273e-05,2.9488877106377467e-05,1.5110357680004028e-05,3.373622076212655e-06,2.6467026690453747e-05,2.071636062320915e-06,1.5402259123241357e-05,1.7423846416767928e-05,1.7376309582574932e-05,1.463534172894021e-05,1.0273415764149843e-05,1.2380268614447957e-05,2.723284798991519e-07,1.1012755920845066e-07,9.130086393060933e-07,3.1631977258521983e-06,7.607804415045666e-06,1.1791196928912823e-05,8.456101916911927e-06,2.2911783307606506e-05,9.618304274450835e-06,6.175488013758737e-06,2.3686703023129655e-06,5.053779349205923e-06,1.1244663866298852e-05,2.0770418428277283e-05,1.4701785000713941e-05,8.327543806045772e-06,6.155844691854224e-06,1.1890165019989147e-05,1.1604994772726794e-05,1.0360968988241526e-05,4.6509007843134845e-06,1.071936075568144e-05,2.105633398548365e-05,5.299596700414631e-06,1.4081456632720047e-05,9.659191179570528e-06,6.735791040677432e-06,-1.974693181340002e-05,-6.63937578673937e-06,2.1042896100287275e-05,1.8393513409131586e-05
EMB,3.8868549738715136e-05,5.011520293814405e-05,5.1257849295759866e-05,6.161374014734701e-05,7.141470852271919e-05,7.070500299625022e-05,5.7300207942952635e-05,2.3384120013656075e-05,-2.3992281525318018e-05,1.915671167103647e-05,4.3420097897631687e-05,4.4846313506288506e-05,3.708868824902693e-05,6.051886951607586e-05,9.038292015984355e-05,4.262755737071969e-05,1.2445171320413387e-05,7.695890154411591e-05,4.325047461747563e-06,4.4611608099349253e-05,5.070240008815748e-05,5.018202396899799e-05,4.371369193530714e-05,3.185709917953266e-05,3.576078735522091e-05,7.857339301604475e-07,2.2553748710971632e-07,1.8387018447101427e-06,9.702411792842348e-06,2.238092637312099e-05,3.329555417660982e-05,2.4522891720946232e-05,6.027725035235425e-05,2.6856642836027883e-05,1.6690366983213066e-05,6.104655722572114e-06,1.507555710968694e-05,3.197279192800114e-05,5.6827897378488924e-05,4.112345796655749e-05,2.5556705584616556e-05,1.9233525726046518e-05,3.367304921118709e-05,3.285420513033192e-05,2.9253658424562254e-05,1.396238551025504e-05,3.057537634691118e-05,5.657378685405617e-05,1.4081456632720047e-05,4.2934372996927716e-05,2.8138645735256025e-05,2.5095060396524478e-05,-3.753022251875074e-05,-7.983618592960165e-06,6.050030587025917e-05,5.4956188965396486e-05
GLD,2.7588486598621688e-05,3.1551767294415034e-05,3.5999235543483154e-05,4.5205350147262007e-05,4.063565768497418e-05,4.135360891624077e-05,3.0157279773166168e-05,2.337804229657902e-05,-8.311521619066028e-06,1.4614136513665141e-05,3.299691640052298e-05,3.422523145925178e-05,3.277096471795997e-05,3.9766094494168605e-05,5.318527029520333e-05,2.8437331801265705e-05,1.0654736149306118e-05,6.231608121999268e-05,8.933328697352032e-06,3.448514926301389e-05,3.801867574435993e-05,3.760952320985146e-05,3.194340469582155e-05,2.7258204901174467e-05,3.0424233508108064e-05,4.5567532065632155e-07,2.0933681939233075e-07,6.752636134916361e-07,5.884594269402852e-06,1.3884120993968741e-05,2.1066674944948043e-05,1.5380507063644974e-05,3.743735556059335e-05,1.6662949054960644e-05,1.2067817003294289e-05,3.807899861752554e-06,9.763628074429707e-06,2.1145908403267367e-05,3.771070686271104e-05,2.737206768896484e-05,1.8978566687889797e-05,1.4878397254784046e-05,2.1161940233101317e-05,2.0922489607484168e-05,1.8491657296671067e-05,8.497178872101198e-06,1.9483185888555443e-05,3.6372450900442116e-05,9.65919117957053e-06,2.8138645735256025e-05,2.8263143523488504e-05,2.2916307130479945e-05,-3.166375014957983e-05,-7.333665599283576e-06,3.95167839082542e-05,4.109861479556779e-05
SLV,2.028706691224459e-05,2.713894250142641e-05,2.4054502137144606e-05,2.8583022708894102e-05,3.463509337522889e-05,3.796380253610479e-05,1.7757647193872255e-05,1.572350253246016e-05,-6.770040687546646e-06,9.047477327375527e-06,2.9317610770980674e-05,2.393526268461168e-05,1.719948038550659e-05,3.015909673197285e-05,4.9410492128612435e-05,2.129462892486716e-05,1.3386994250558384e-05,5.3043992079306774e-05,3.3964072725785594e-06,2.547039202859571e-05,2.9778358184963167e-05,2.907725155152441e-05,2.4035064850873453e-05,1.8208795829303647e-05,1.9761999306600793e-05,3.483822182700969e-07,8.298383847721426e-08,-3.4355902151351674e-08,5.613003068376052e-06,1.2224568193936932e-05,1.750759538121987e-05,1.3280195977422982e-05,2.7427480407696266e-05,1.3560720747985353e-05,9.619054987924957e-06,2.6292929399594875e-06,8.698354288332977e-06,1.7376223437064275e-05,3.0174481777084738e-05,2.2396254310980718e-05,1.6400898170359083e-05,1.317855855972588e-05,1.753213857464108e-05,1.7128515276703893e-05,1.5251885152236741e-05,7.805983919728154e-06,1.628078008156507e-05,2.7797806451735854e-05,6.735791040677434e-06,2.5095060396524478e-05,2.2916307130479945e-05,2.5609567365573195e-05,-1.073922141620161e-05,2.8762833708939818e-06,2.977876596549566e-05,3.4326974370828294e-05
USO,-7.380672863129872e-05,-6.198219587298388e-05,-7.402979395550227e-05,-8.937350830909958e-05,-8.12912539670905e-05,-7.413815481890719e-05,-0.00010125071911423391,-6.041323199022438e-05,7.029071583298622e-05,-4.321238103872016e-05,-8.821456523079948e-05,-6.97534622391512e-05,-8.166809043353768e-05,-8.994683706305594e-05,-8.599033089288924e-05,-5.14248827641315e-05,-2.1749375613255615e-05,-8.466500728736906e-05,3.3776062676262365e-06,-4.268966423077877e-05,-5.4772406894095244e-05,-5.5882541328542875e-05,-3.762842594586537e-05,-3.1575956533250818e-06,-1.657093338031602e-05,-7.119051556737271e-07,-6.141182279003716e-07,-6.210047677754996e-06,-8.563475099605445e-06,-2.4316167475035165e-05,-4.300663502298346e-05,-2.8329830071844443e-05,-9.993339160587206e-05,-3.559863274625326e-05,-2.5446896858336444e-05,-1.1346070778299735e-05,-1.5151998888305628e-05,-3.815401807094782e-05,-8.422172770711139e-05,-5.470109474870352e-05,-2.1376301721569993e-05,-1.558171641759076e-05,-3.977623974534905e-05,-3.721731568777842e-05,-3.7153426016434615e-05,-1.3673987636615143e-05,-3.7222927591059726e-05,-8.707006802884673e-05,-1.9746931813400024e-05,-3.753022251875075e-05,-3.1663750149579835e-05,-1.0739221416201614e-05,0.0001674378767478638,8.244416654416984e-05,-9.10204955955246e-05,-4.973343981167529e-05
PDBC,-3.0060778691658372e-05,-2.022977833216008e-05,-2.6624229746685074e-05,-3.183198654515969e-05,-2.5200479895269766e-05,-2.1051625076627905e-05,-4.0970172662102866e-05,-2.53836108970809e-05,3.392459717686731e-05,-1.9633916460364425e-05,-3.6088523477762945e-05,-2.5624254783430614e-05,-3.398023490489496e-05,-3.3690573412573396e-05,-2.2203364162616878e-05,-1.595622704449136e-05,-8.474930842033582e-06,-2.1367217138562516e-05,4.780544986531329e-06,-9.546823548287616e-06,-1.4652766677040179e-05,-1.5449453500406872e-05,-7.594073024976233e-06,9.143473420979907e-06,3.1666012925378637e-06,-1.6881151311058036e-07,-2.6119553479419554e-07,-3.03339617112041e-06,-1.90772187630302e-06,-6.954392089971467e-06,-1.4080441599761355e-05,-8.524314285729864e-06,-3.8017771316446875e-05,-1.191205469624604e-05,-8.888236699765477e-06,-4.5718986130662864e-06,-3.9075632971895844e-06,-1.153942038696441e-05,-2.9748662807857533e-05,-1.798248995108422e-05,-3.841959918417691e-06,-2.5219151524213462e-06,-1.204702237626512e-05,-1.0759538298827906e-05,-1.2009957405290858e-05,-3.5073587765128395e-06,-1.16242318905189e-05,-3.163731294272111e-05,-6.6393757867393695e-06,-7.983618592960165e-06,-7.333665599283574e-06,2.876283370893983e-06,8.244416654416984e-05,4.429574477351758e-05,-3.429652176024797e-05,-1.016233548549353e-05
VNQ,7.030621310501747e-05,7.838620240302235e-05,8.994073988691676e-05,0.00010838271953952832,0.00010710758778966072,0.00010258397783038467,9.5985015030887e-05,4.0759692869909234e-05,-4.694118669066239e-05,4.684495368982879e-05,7.422851759243133e-05,7.915413744525352e-05,7.25431615450788e-05,0.00010829192894891556,0.00013197176726297048,6.543799279852513e-05,2.1945238875217645e-05,0.0001055438004737212,1.7663724264991784e-06,6.599970059519132e-05,7.612839731816776e-05,7.581465649285692e-05,6.634515444337576e-05,4.2030160520512324e-05,4.727765663818632e-05,1.124243483008865e-06,3.846321653634845e-07,3.7665847655383718e-06,1.3348316750390773e-05,3.2320145712338777e-05,4.930370981685897e-05,3.5657655461355515e-05,9.44341338443417e-05,3.993157750844596e-05,2.4604534457004156e-05,1.0155074185325726e-05,2.13545423984805e-05,4.635596731719088e-05,8.579175736700218e-05,6.065960959429672e-05,3.606093995332604e-05,2.704966317439682e-05,4.811878633871404e-05,4.628364512222322e-05,4.318199999329196e-05,1.9623168598221147e-05,4.480098768406405e-05,8.657267032517222e-05,2.1042896100287275e-05,6.050030587025917e-05,3.95167839082542e-05,2.977876596549566e-05,-9.10204955955246e-05,-3.429652176024797e-05,0.00010812940960751272,7.713484338195666e-05
VNQI,5.005440712440572e-05,6.29082907172749e-05,6.772240503898476e-05,8.292610758183332e-05,8.791817441331046e-05,8.712411354854718e-05,6.979396042194193e-05,3.328965470941743e-05,-2.476819524113151e-05,2.5451758900578817e-05,5.526631469835788e-05,6.019020709852586e-05,5.265217544082197e-05,7.728793061318303e-05,0.00011183284314920025,5.5280425833908865e-05,1.5484271516805407e-05,0.00010408739361354185,1.0180768919686128e-05,6.1028674624298244e-05,6.79196938401799e-05,6.723822602738527e-05,5.892729846575267e-05,4.695053617862855e-05,5.2076768417544554e-05,9.924320761478986e-07,3.271736000606883e-07,2.0447886777254306e-06,1.2074463499700932e-05,2.8064435703840422e-05,4.190182379619204e-05,3.082097543538632e-05,7.544185487887988e-05,3.366805671252847e-05,2.1677661300804985e-05,7.635826534291468e-06,1.9138257193179127e-05,4.091634454928557e-05,7.21805010781863e-05,5.2452615480090916e-05,3.4004945266694775e-05,2.5820127947313782e-05,4.250237567486724e-05,4.174649366379725e-05,3.6872265863376665e-05,1.7407964153632923e-05,3.863898110849902e-05,7.147287096533312e-05,1.839351340913159e-05,5.495618896539648e-05,4.109861479556779e-05,3.4326974370828294e-05,-4.9733439811675285e-05,-1.0162335485493536e-05,7.713484338195668e-05,7.340613626969691e-05

key = 1

,DIA,SPY,VO,IJH,QQQ,IWF,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,VOX,XLU,GDX,GUNR,IXUS,IEFA,EFA,VGK,VWO,IEMG,SHV,BIL,GBIL,SHY,IEI,IEF,VGIT,TLT,GOVT,MUB,SHM,VCSH,VCIT,VCLT,LQD,HYG,SHYG,MBB,VMBS,AGG,BSV,BIV,BLV,BNDX,EMB,GLD,SLV,USO,PDBC,VNQ,VNQI
DIA,5.4970950455228265e-05,5.805542381637961e-05,6.506449964868268e-05,7.822825747239524e-05,7.812109410343034e-05,7.52505194078489e-05,7.300867289452107e-05,3.672785580036209e-05,-4.019244418787188e-05,3.3893891418516004e-05,6.252654615404685e-05,5.895342009964329e-05,5.6611187536878487e-05,7.899709764649609e-05,9.474637751852416e-05,4.793886571233055e-05,1.8711458033503162e-05,8.238210698123561e-05,6.677765061558117e-07,4.7072270153497255e-05,5.575899639679953e-05,5.5681027773202335e-05,4.5744047443804766e-05,2.4783358286181305e-05,3.073097934819584e-05,7.828412895214927e-07,3.396316290486482e-07,3.194342875736659e-06,9.720248916695958e-06,2.396438415944274e-05,3.759182538357535e-05,2.6722165139715077e-05,7.441657231428892e-05,3.047066002300533e-05,1.98553816036744e-05,8.048722685537154e-06,1.5773275753111473e-05,3.502277846097786e-05,6.742001999605367e-05,4.6834559954369615e-05,2.599646708281842e-05,1.960498430313763e-05,3.6319137001882396e-05,3.475446844699706e-05,3.278368283824831e-05,1.4414658917419398e-05,3.382401826298307e-05,6.784258332282397e-05,1.612460005078746e-05,4.353562844998084e-05,3.1387127693094986e-05,2.2979384374348276e-05,-8.331766208182849e-05,-3.39717231539447e-05,7.908186415248978e-05,5.6321681460656816e-05
SPY,5.8055423816379614e-05,6.971157043167982e-05,7.242706763859435e-05,8.632606173004405e-05,9.792710079916688e-05,9.595624685343017e-05,8.349456540154004e-05,3.488509948986215e-05,-4.1477394435320285e-05,3.1681501717940993e-05,6.557309708224921e-05,6.384490680974735e-05,5.4954061424152185e-05,8.788548244887886e-05,0.00012190626430574266,5.7715179416872234e-05,1.9463245344011122e-05,0.00010006320369591739,1.6411100183195554e-06,5.750860662363874e-05,6.708504042142588e-05,6.66083258011933e-05,5.669031058598979e-05,3.548365746295004e-05,4.132994587868775e-05,1.0295876387665753e-06,3.251709560754139e-07,3.148591684011039e-06,1.2829355351313752e-05,3.019189192517631e-05,4.56924040255624e-05,3.3248892989255584e-05,8.572448436605384e-05,3.6975850045032963e-05,2.300772258184276e-05,8.924191102381608e-06,2.0058747135051336e-05,4.305961792422223e-05,7.910450811496657e-05,5.626565006566914e-05,3.296601301325027e-05,2.4731018284172117e-05,4.53468549952143e-05,4.379031884200153e-05,4.000556064800755e-05,1.8638329054092866e-05,4.15721072106189e-05,7.924414945741913e-05,1.9080432352902578e-05,5.632296965990191e-05,3.5757795582230395e-05,3.07983383371326e-05,-6.889580445278688e-05,-2.2256368216731667e-05,8.795034118064753e-05,7.087616438926581e-05
VO,6.506449964868268e-05,7.242706763859435e-05,8.82256234543954e-05,0.000108435300219191,9.904579199204834e-05,9.386357693806173e-05,8.962444770043846e-05,3.94744219852135e-05,-3.6193022649332995e-05,4.393347198168944e-05,6.470890038277666e-05,7.72717090537349e-05,7.369500770516987e-05,0.00010155155110211599,0.00012148913467724437,6.373034741857549e-05,1.668526045963101e-05,0.00010363246475551603,8.19569406349201e-06,6.798508917949828e-05,7.559684673728594e-05,7.532937332707258e-05,6.760464085993547e-05,5.015445501206577e-05,5.5059498610113954e-05,1.1005447977742595e-06,4.0966244131893325e-07,3.312582578428037e-06,1.231176210876721e-05,3.0079935073841563e-05,4.591787271699197e-05,3.3217240543165516e-05,8.770828430303207e-05,3.720089908422405e-05,2.3206071833931582e-05,9.39218242051376e-06,2.007386252923476e-05,4.406110782810433e-05,7.992281997243812e-05,5.699694481682313e-05,3.551281389644088e-05,2.6613356303046814e-05,4.5360362189211795e-05,4.412296029320769e-05,4.0394395614944585e-05,1.8165062403620648e-05,4.200679791861189e-05,8.087979667157915e-05,2.0682946391773345e-05,5.7688466560940314e-05,4.115949142547014e-05,2.7550476593993754e-05,-8.327204304124666e-05,-2.9840871978733433e-05,0.00010133028987822896,7.656422615727377e-05
IJH,7.822825747239524e-05,8.632606173004405e-05,0.000108435300219191,0.00013437998059477358,0.00011760478130656696,0.00011083106868685155,0.00010718816763389754,4.860339175149725e-05,-3.9537615514596476e-05,5.3703184970394427e-05,7.576991715934352e-05,9.496972396808251e-05,9.24095111598104e-05,0.00012258152068116398,0.00014392308504657174,7.762229151510093e-05,1.8380669630073603e-05,0.00012662254278126463,1.3168698446322483e-05,8.474069757205529e-05,9.294250202701904e-05,9.265183173570446e-05,8.392774864816145e-05,6.554408157028603e-05,7.138727744702273e-05,1.3352991998723593e-06,5.200764739037009e-07,3.872072575364508e-06,1.4561027100441474e-05,3.58118606945034e-05,5.475928975180982e-05,3.958181541568952e-05,0.00010466400923091735,4.435638171726289e-05,2.7891299090392282e-05,1.1218260681958518e-05,2.4002696554792298e-05,5.29953114089333e-05,9.548924322234457e-05,6.828475127327974e-05,4.3413215017337295e-05,3.25545648787528e-05,5.4268788073267766e-05,5.301356663838755e-05,4.825389777034447e-05,2.1540376121318912e-05,5.022378736151728e-05,9.673109552787847e-05,2.5257035488709108e-05,6.940215647036944e-05,5.177259026170636e-05,3.2828044774699876e-05,-0.00010070813025656167,-3.57486372028694e-05,0.00012225735496108474,9.386194563669207e-05
QQQ,7.812109410343035e-05,9.792710079916688e-05,9.904579199204834e-05,0.00011760478130656698,0.00014202490210916448,0.00013844122673132946,0.0001230206424143419,4.462503516215367e-05,-6.011446945904674e-05,3.854294737640465e-05,8.65002233412777e-05,8.52894483948216e-05,7.150004202714295e-05,0.00011942085661223425,0.00017491718524409574,8.192474719145668e-05,2.2856771473525365e-05,0.0001373773622239907,1.9868577551257507e-06,7.975807292697531e-05,9.270568491310681e-05,9.209615578576594e-05,7.87737718286096e-05,4.975866193972852e-05,5.856816188809229e-05,1.5243400934150112e-06,4.5339960164354975e-07,4.7594768008506706e-06,1.852729650114434e-05,4.33534702485446e-05,6.548513750752095e-05,4.7694133817358407e-05,0.0001234166738851781,5.328298889164402e-05,3.234916892980719e-05,1.2707145479383782e-05,2.863013668910139e-05,6.15567696344069e-05,0.00011239958364224935,8.008615552789427e-05,4.568653342485042e-05,3.3771037782967434e-05,6.570223088713804e-05,6.360381793017398e-05,5.7439197630408996e-05,2.689889806698016e-05,5.95930234121033e-05,0.0001135228054507669,2.7432179593069482e-05,8.017306950083364e-05,4.579281674292733e-05,3.920457865670273e-05,-8.966654295095638e-05,-2.7355439596922924e-05,0.00011981279744568754,9.881791985263235e-05
IWF,7.525051940784888e-05,9.595624685343017e-05,9.386357693806172e-05,0.00011083106868685155,0.00013844122673132946,0.00013660509195167944,0.00011566589403657426,4.371450479465906e-05,-5.746752548764946e-05,3.547155931935757e-05,8.652575452960448e-05,8.164577970236196e-05,6.621794190055513e-05,0.00011450668857459845,0.00017266895542026697,7.919091238063486e-05,2.4844395384790058e-05,0.0001382257780985189,1.4190236512231119e-06,7.750118314591297e-05,9.077534381728374e-05,8.999243054571715e-05,7.6241643090945e-05,4.7589779706860316e-05,5.6097679686010655e-05,1.4693815627856314e-06,4.168534822698967e-07,4.289571324558645e-06,1.8461508071137975e-05,4.274864881894789e-05,6.42077941373655e-05,4.6955974043160806e-05,0.00011918240611561162,5.205481023482663e-05,3.190357497513069e-05,1.2173951399836302e-05,2.8376826442367914e-05,6.0450483998258625e-05,0.00011008063898237777,7.866591846651399e-05,4.5497295402306364e-05,3.3905591977782855e-05,6.444678770949611e-05,6.236789663721013e-05,5.625930894973228e-05,2.66588096936996e-05,5.8489004327519715e-05,0.00011033882958179287,2.6446707889875722e-05,7.945774043017286e-05,4.663445199368466e-05,4.299398897793456e-05,-8.149818150739753e-05,-2.2598183843461125e-05,0.00011480522290255957,9.802678546052079e-05
XLY,7.300867289452107e-05,8.349456540154004e-05,8.962444770043846e-05,0.00010718816763389756,0.0001230206424143419,0.00011566589403657426,0.0001230867476496625,4.432855148284646e-05,-6.496360853113151e-05,3.675036175541082e-05,7.740821883639314e-05,7.628684111642278e-05,7.220152378719116e-05,0.00010614133808912358,0.00014287126036340955,7.165290556550675e-05,1.5079635672171645e-05,0.00010881223954288192,3.483315913259884e-07,6.524124414353675e-05,7.639675527868364e-05,7.662827484187045e-05,6.358520101188266e-05,3.4531695738091784e-05,4.511049591828025e-05,1.3136696579855831e-06,5.17682639339361e-07,5.815376485248166e-06,1.4834885736081365e-05,3.6409637397009464e-05,5.730557582438359e-05,4.0596593070234276e-05,0.00011666572446496786,4.729185157514015e-05,2.8850106261525783e-05,1.2354341471146071e-05,2.3426341685431382e-05,5.2872991311422094e-05,0.00010095916410664707,7.008039005877644e-05,3.5053484997724474e-05,2.5070443854499205e-05,5.696260856965707e-05,5.487110886265999e-05,5.024045842603349e-05,2.2092061046903807e-05,5.147811507319567e-05,0.00010441671005984749,2.5138584397279103e-05,6.387717104864363e-05,3.371463877676039e-05,1.9813151266165573e-05,-0.00011313646680332035,-4.5807296389437574e-05,0.00010709117625045651,7.78582956566767e-05
XLP,3.672785580036209e-05,3.488509948986216e-05,3.94744219852135e-05,4.860339175149726e-05,4.462503516215367e-05,4.3714504794659064e-05,4.432855148284646e-05,3.290242390795777e-05,-2.5237452475938047e-05,1.900166077356486e-05,4.639114765132545e-05,3.842576089848119e-05,4.164965405849052e-05,4.594255397731967e-05,5.280103940616389e-05,2.999366751218058e-05,1.3463320335862646e-05,6.223456370912056e-05,4.37161286823396e-06,3.0957396933979726e-05,3.6807780923317584e-05,3.68928933038295e-05,2.7243275523380322e-05,1.427319546098795e-05,2.0653902395863624e-05,4.3089336395098574e-07,3.086651007158478e-07,2.1342339476047716e-06,5.7150361412771645e-06,1.4676742928581803e-05,2.4295863531851894e-05,1.6746574669318705e-05,5.01781741912752e-05,1.961683999078995e-05,1.4676505292015277e-05,5.422108151028134e-06,9.820008132931195e-06,2.2954368629247005e-05,4.630215668704296e-05,3.156208411199973e-05,1.6762156768059058e-05,1.2937354650941867e-05,2.336190661818013e-05,2.2474251781738544e-05,2.1099047841508667e-05,8.62621977671857e-06,2.165898676080433e-05,4.601869269151703e-05,1.1136070204919628e-05,2.6168421750744477e-05,2.6668103741445596e-05,1.7789745247659508e-05,-6.879195385585418e-05,-2.9015617307223458e-05,4.6157631632847654e-05,3.751713510315372e-05
XLE,-4.0192444187871886e-05,-4.1477394435320285e-05,-3.6193022649333e-05,-3.9537615514596476e-05,-6.011446945904674e-05,-5.7467525487649465e-05,-6.496360853113151e-05,-2.5237452475938047e-05,5.21718843367523e-05,-1.8548990058912836e-05,-5.197533825837331e-05,-3.230507365004095e-05,-2.9664923564398914e-05,-5.1094738491042856e-05,-6.761690728405807e-05,-2.9774190263069646e-05,-1.4888450098656917e-05,-4.3791966569078446e-05,1.2369618802814026e-05,-1.8051542326790857e-05,-2.7580286192466525e-05,-2.7954503130888464e-05,-1.7246854535614437e-05,9.380552785691853e-06,2.1638069009449135e-06,-5.030855840285688e-07,-2.3112155181062354e-07,-3.890021136237233e-06,-6.960630219100619e-06,-1.7420957264342954e-05,-2.8712972964086478e-05,-1.9713143257467117e-05,-6.272290499773889e-05,-2.3833653462031807e-05,-1.485288115198243e-05,-6.853723601152528e-06,-1.0650774215402673e-05,-2.4438407418551277e-05,-5.2655893060718275e-05,-3.465039121791328e-05,-1.2012939046956018e-05,-8.361153553578701e-06,-2.707897891612401e-05,-2.498941122947159e-05,-2.4743911136205123e-05,-1.0498329214020553e-05,-2.488800379907629e-05,-5.442450749277026e-05,-1.0996101208681431e-05,-2.6305729929607147e-05,-8.844624350356507e-06,-7.097839707204481e-06,7.898497413481748e-05,3.833190414164975e-05,-5.195253318515519e-05,-2.6952557173353572e-05
XLF,3.3893891418516004e-05,3.1681501717940993e-05,4.393347198168943e-05,5.370318497039442e-05,3.854294737640465e-05,3.547155931935757e-05,3.675036175541082e-05,1.900166077356486e-05,-1.8548990058912836e-05,3.1111363953137465e-05,3.318481005205882e-05,3.955942172511757e-05,3.952901817129681e-05,5.3400473146934694e-05,4.7732665657123494e-05,2.594063409846829e-05,1.1713510070376747e-05,3.74978678790912e-05,-1.1524260153534391e-07,2.744457273427706e-05,3.1442582256878395e-05,3.143053292485328e-05,2.880361862727305e-05,1.7774995581055886e-05,1.8230215148475173e-05,3.8065224082596314e-07,1.5623009880279144e-07,1.478223831681853e-06,4.290582782072996e-06,1.1214717893971394e-05,1.7361267417968742e-05,1.2411887315408591e-05,3.4247576316319855e-05,1.391765306611551e-05,8.642851612137859e-06,4.027707738557487e-06,7.386376201391226e-06,1.6226680178375442e-05,3.0849556760723193e-05,2.147305441807577e-05,1.3894088774579037e-05,1.0696805394053365e-05,1.5827541457519516e-05,1.492465489321769e-05,1.5149112915657197e-05,6.4899774904331455e-06,1.5722050688962443e-05,3.110648334042815e-05,7.554758872037127e-06,2.1529393955737143e-05,1.6947660951339435e-05,1.0435597319262199e-05,-4.9412039343453395e-05,-2.2465989947043196e-05,5.296232401123041e-05,2.887517885238433e-05
XLV,6.252654615404686e-05,6.557309708224921e-05,6.470890038277666e-05,7.576991715934352e-05,8.65002233412777e-05,8.652575452960448e-05,7.740821883639314e-05,4.639114765132545e-05,-5.197533825837331e-05,3.318481005205882e-05,8.154610739676895e-05,6.169904882493747e-05,5.739628200592201e-05,8.326287461816877e-05,0.00010663266854854639,5.066699672665233e-05,2.8180688621436726e-05,9.920062140800754e-05,-3.6579473973177827e-06,4.717511050788817e-05,5.971569007475303e-05,5.9501010349566085e-05,4.4067042089552055e-05,1.5048134470361521e-05,2.359877236586462e-05,7.81929030681633e-07,3.708314126341062e-07,3.564077980073195e-06,1.1336402266925883e-05,2.749341202927502e-05,4.353191755027238e-05,3.079558077392855e-05,8.591609394570164e-05,3.50609182442842e-05,2.4075918734486528e-05,9.206038946678198e-06,1.814205095643387e-05,3.997376512940943e-05,7.96273335715942e-05,5.469151799422689e-05,2.8676657772734478e-05,2.2071848286204073e-05,4.1590569911248585e-05,3.9394783067789576e-05,3.767762446885977e-05,1.6674202747178587e-05,3.881636665478726e-05,7.87251017080016e-05,1.760306863099416e-05,4.8572655435557474e-05,3.7424235623888415e-05,3.303937918186511e-05,-9.959138266640741e-05,-4.082191502884501e-05,8.349697014462163e-05,6.20921235767987e-05
